,subject,task,session,run,ppg,rsp,ecg,eda,biopac,eyetracking,ppg_quality_mean,ppg_quality_std,rsp_quality_mean,rsp_quality_std,ecg_quality_mean,ecg_quality_std
52,2,PassiveHighVid,02Diy,1,True,True,True,True,True,True,0.9955336343664316,0.0123607529231491,20.94118440152986,2.756254606586282,0.8103262206162315,0.1503949496875481
53,2,PassiveHighVid,02Diy,2,False,False,False,False,False,False,,,,,,
54,2,PassiveLowVid,02Diy,0,False,False,False,False,False,False,,,,,,
55,2,PassiveLowVid,02Diy,1,True,True,True,True,True,True,0.9965737655239628,0.007120272936601,21.294528451894006,2.8319303776314397,0.7136375545472836,0.2000104228271235
56,2,PassiveLowVid,02Diy,2,False,False,False,False,False,False,,,,,,
57,2,PassiveMixedVid,02Diy,0,False,False,False,False,False,False,,,,,,
58,2,PassiveMixedVid,02Diy,1,True,True,True,True,True,True,0.98971354336925,0.0151748365885987,22.271083696667887,2.149364362287531,0.7593506984983406,0.1652857825358568
59,2,PassiveMixedVid,02Diy,2,False,False,False,False,False,False,,,,,,
60,2,Rest,02Diy,0,False,False,False,False,False,False,,,,,,
61,2,Rest,02Diy,1,False,False,False,False,False,False,,,,,,
62,2,Rest,02Diy,2,False,False,False,False,False,False,,,,,,
63,2,VisualLoc,02Diy,0,False,False,False,False,False,False,,,,,,
64,2,VisualLoc,02Diy,1,False,False,False,False,False,False,,,,,,
65,2,VisualLoc,02Diy,2,False,False,False,False,False,False,,,,,,
66,2,ActiveHighVid,03Nature,0,False,False,False,False,False,False,,,,,,
67,2,ActiveHighVid,03Nature,1,True,True,True,True,True,True,0.7829918016551707,0.1998246333892667,24.139638046349976,1.7870686438296342,0.7309494049692755,0.1881348108358834
68,2,ActiveHighVid,03Nature,2,False,False,False,False,False,False,,,,,,
69,2,ActiveLowVid,03Nature,0,False,False,False,False,False,False,,,,,,
70,2,ActiveLowVid,03Nature,1,True,True,True,True,True,True,0.9931697429410278,0.0076530235516803,22.91592450209541,2.118743991871034,0.7229072356497597,0.1914540464765948
71,2,ActiveLowVid,03Nature,2,False,False,False,False,False,False,,,,,,
72,2,ActiveMixedVid,03Nature,0,False,False,False,False,False,False,,,,,,
73,2,ActiveMixedVid,03Nature,1,True,True,True,True,True,True,0.9974057406941428,0.0038519795281393,22.160289266863863,3.1333696737852894,0.8423466764552073,0.1256995063070098
74,2,ActiveMixedVid,03Nature,2,False,False,False,False,False,False,,,,,,
75,2,MID,03Nature,0,False,False,False,False,False,False,,,,,,
