MSG	8342432	DISPLAY_COORDS 0 0 1023 767								
MSG	8344122	TRIALID 1								
MSG	8346879	DRIFTCORRECT R RIGHT at 512,384  OFFSET 0.26 deg.  1.5,-13.0 pix.								
MSG	8347536	RECCFG CR 250 2 1 R								
MSG	8347536	ELCLCFG MLRR								
MSG	8347536	GAZE_COORDS 0.00 0.00 1023.00 767.00								
MSG	8347536	THRESHOLDS R 71 146								
MSG	8347536	ELCL_WINDOW_SIZES 176 188 0 0								
MSG	8347536	CAMERA_LENS_FOCAL_LENGTH 38.00								
MSG	8347536	ELCL_PROC ELLIPSE  (5)								
MSG	8347536	ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30								
MSG	8347537	!MODE RECORD CR 250 2 1 R								
SFIX	R	8921841								
EFIX	R	8921841	8921961	124	487.8	349.9	1815			
SSACC	R	8921965								
ESACC	R	8921965	8921985	24	488.5	343.7	484.7	346.6	0.08	66
SFIX	R	8921989								
EFIX	R	8921989	8922077	92	483.8	351.5	1794			
SSACC	R	8922081								
ESACC	R	8922081	8922085	8	483.5	351.6	484.1	362.1	0.21	57
SFIX	R	8922089								
EFIX	R	8922089	8922169	84	477.2	354.5	1779			
SSACC	R	8922173								
ESACC	R	8922173	8922253	84	475.6	339.8	471.4	348.0	0.17	82
SFIX	R	8922257								
EFIX	R	8922257	8922293	40	468.9	349.9	1755			
SSACC	R	8922297								
ESACC	R	8922297	8922309	16	472.6	348.5	469.5	363.0	0.29	75
SFIX	R	8922313								
EFIX	R	8922313	8922405	96	469.4	342.0	1744			
SSACC	R	8922409								
ESACC	R	8922409	8922413	8	471.9	339.1	473.0	326.8	0.24	54
SFIX	R	8922417								
MSG	8922439	TARGET_DOT								
EFIX	R	8922417	8922529	116	470.3	344.7	1751			
SSACC	R	8922533								
ESACC	R	8922533	8922569	40	469.4	361.9	468.3	360.5	0.03	72
SFIX	R	8922573								
EFIX	R	8922573	8922605	36	469.5	339.9	1768			
SSACC	R	8922609								
ESACC	R	8922609	8922669	64	472.0	335.6	470.3	309.5	0.51	77
SFIX	R	8922673								
MSG	8922787	PVT_RESPONSE								
EFIX	R	8922673	8922893	224	474.0	295.7	1760			
SSACC	R	8922897								
ESACC	R	8922897	8922909	16	475.9	295.4	478.2	324.1	0.56	72
SFIX	R	8922913								
MSG	8922940	NONTARGET_DOT								
EFIX	R	8922913	8922941	32	477.5	308.8	1759			
SSACC	R	8922945								
ESACC	R	8922945	8922961	20	472.7	325.5	474.9	319.4	0.12	51
SFIX	R	8922965								
EFIX	R	8922965	8923001	40	474.9	323.7	1771			
SSACC	R	8923005								
ESACC	R	8923005	8923009	8	474.2	319.0	475.6	328.4	0.19	58
SFIX	R	8923013								
EFIX	R	8923013	8923165	156	474.6	326.6	1768			
SSACC	R	8923169								
ESACC	R	8923169	8923181	16	473.9	314.8	472.1	341.2	0.52	60
SFIX	R	8923185								
EFIX	R	8923185	8923213	32	472.5	342.8	1753			
SSACC	R	8923217								
ESACC	R	8923217	8923225	12	471.5	331.5	473.1	352.1	0.40	50
SFIX	R	8923229								
EFIX	R	8923229	8923261	36	473.8	361.3	1710			
SSACC	R	8923265								
ESACC	R	8923265	8923281	20	479.0	354.9	476.2	372.1	0.34	102
SFIX	R	8923285								
EFIX	R	8923285	8923321	40	479.1	369.0	1654			
SSACC	R	8923325								
ESACC	R	8923325	8923337	16	462.3	371.8	456.8	356.6	0.31	68
SFIX	R	8923341								
EFIX	R	8923341	8923405	68	460.8	363.9	1683			
SSACC	R	8923409								
ESACC	R	8923409	8923421	16	466.4	362.3	464.5	366.9	0.10	47
SFIX	R	8923425								
EFIX	R	8923425	8923465	44	465.7	358.5	1741			
SSACC	R	8923469								
SBLINK	R	8923525								
EBLINK	R	8923525	8923633	112						
ESACC	R	8923469	8923749	284	471.1	336.3	351.9	332.2	1.95	953
SFIX	R	8923753								
EFIX	R	8923753	8923809	60	359.1	358.3	1748			
SSACC	R	8923813								
ESACC	R	8923813	8923833	24	338.0	351.9	442.5	320.7	1.82	188
SFIX	R	8923837								
EFIX	R	8923837	8923989	156	419.9	361.3	1736			
SSACC	R	8923993								
ESACC	R	8923993	8924005	16	407.1	354.8	402.6	382.4	0.54	84
SFIX	R	8924009								
EFIX	R	8924009	8924049	44	406.2	375.4	1692			
SSACC	R	8924053								
ESACC	R	8924053	8924077	28	400.1	373.6	430.3	364.1	0.53	78
SFIX	R	8924081								
EFIX	R	8924081	8924101	24	430.8	352.9	1647			
SSACC	R	8924105								
ESACC	R	8924105	8924117	16	432.8	345.0	435.6	368.1	0.45	76
SFIX	R	8924121								
EFIX	R	8924121	8924161	44	431.8	356.3	1633			
SSACC	R	8924165								
ESACC	R	8924165	8924289	128	429.1	366.4	434.3	366.2	0.09	98
SFIX	R	8924293								
EFIX	R	8924293	8924853	564	430.8	398.0	1466			
SSACC	R	8924857								
SBLINK	R	8924913								
EBLINK	R	8924913	8925033	124						
ESACC	R	8924857	8925093	240	420.8	420.5	442.6	300.3	2.38	1070
SFIX	R	8925097								
EFIX	R	8925097	8925169	76	470.8	312.9	1605			
SSACC	R	8925173								
ESACC	R	8925173	8925185	16	506.2	312.6	490.8	361.5	0.99	106
SFIX	R	8925189								
EFIX	R	8925189	8925369	184	459.3	364.9	1633			
SSACC	R	8925373								
ESACC	R	8925373	8925381	12	462.8	356.2	464.5	363.2	0.14	71
SFIX	R	8925385								
EFIX	R	8925385	8925557	176	484.2	393.8	1457			
SSACC	R	8925561								
ESACC	R	8925561	8925569	12	498.2	398.8	465.6	389.8	0.56	70
SFIX	R	8925573								
MSG	8926222	TARGET_DOT								
MSG	8926577	PVT_RESPONSE								
MSG	8926723	NONTARGET_DOT								
EFIX	R	8925573	8927033	1464	477.4	415.1	1412			
SSACC	R	8927037								
ESACC	R	8927037	8927061	28	497.8	438.2	354.8	472.5	2.43	139
SFIX	R	8927065								
EFIX	R	8927065	8927141	80	369.9	484.3	1477			
SSACC	R	8927145								
ESACC	R	8927145	8927177	36	364.1	487.3	211.3	520.9	2.57	137
SFIX	R	8927181								
EFIX	R	8927181	8927457	280	230.2	529.7	1501			
SSACC	R	8927461								
ESACC	R	8927461	8927489	32	227.4	529.5	434.1	410.9	4.08	237
SFIX	R	8927493								
EFIX	R	8927493	8927697	208	444.7	420.5	1447			
SSACC	R	8927701								
ESACC	R	8927701	8927717	20	449.8	428.4	506.2	384.7	1.26	118
SFIX	R	8927721								
EFIX	R	8927721	8927829	112	491.5	401.6	1466			
SSACC	R	8927833								
ESACC	R	8927833	8927845	16	491.8	401.2	490.7	398.2	0.06	59
SFIX	R	8927849								
EFIX	R	8927849	8927949	104	493.1	393.9	1496			
SSACC	R	8927953								
ESACC	R	8927953	8927965	16	494.8	401.9	492.4	383.4	0.36	51
SFIX	R	8927969								
EFIX	R	8927969	8928025	60	493.4	396.1	1485			
SSACC	R	8928029								
ESACC	R	8928029	8928041	16	493.1	397.5	497.3	404.6	0.15	65
SFIX	R	8928045								
EFIX	R	8928045	8928693	652	496.8	408.4	1436			
SSACC	R	8928697								
ESACC	R	8928697	8928701	8	510.0	383.6	506.8	369.5	0.28	71
SFIX	R	8928705								
EFIX	R	8928705	8929449	748	501.3	386.8	1465			
SSACC	R	8929453								
ESACC	R	8929453	8929457	8	517.3	411.7	527.0	405.1	0.20	46
SFIX	R	8929461								
EFIX	R	8929461	8931085	1628	496.4	437.2	1328			
SSACC	R	8931089								
ESACC	R	8931089	8931109	24	487.3	463.3	489.8	412.9	0.98	66
SFIX	R	8931113								
MSG	8932438	TARGET_DOT								
MSG	8932711	PVT_RESPONSE								
MSG	8932939	NONTARGET_DOT								
EFIX	R	8931113	8932985	1876	490.7	436.1	1130			
SSACC	R	8932989								
SBLINK	R	8933053								
EBLINK	R	8933053	8933145	96						
ESACC	R	8932989	8933201	216	514.7	458.9	502.9	377.8	1.59	730
SFIX	R	8933205								
EFIX	R	8933205	8933229	28	510.7	389.2	1340			
SSACC	R	8933233								
ESACC	R	8933233	8933313	84	523.4	401.1	507.6	446.7	0.93	107
SFIX	R	8933317								
EFIX	R	8933317	8933349	36	514.8	426.2	1370			
SSACC	R	8933353								
SBLINK	R	8933385								
EBLINK	R	8933385	8933517	136						
ESACC	R	8933353	8933573	224	511.2	399.6	490.0	404.5	0.36	584
SFIX	R	8933577								
EFIX	R	8933577	8933877	304	476.3	464.7	1199			
SSACC	R	8933881								
ESACC	R	8933881	8933905	28	476.1	471.8	494.8	400.0	1.43	85
SFIX	R	8933909								
EFIX	R	8933909	8934437	532	485.2	419.5	1107			
SSACC	R	8934441								
ESACC	R	8934441	8934449	12	496.1	423.7	522.4	431.0	0.45	58
SFIX	R	8934453								
EFIX	R	8934453	8934757	308	510.8	442.4	1150			
SSACC	R	8934761								
ESACC	R	8934761	8934817	60	508.1	444.7	751.0	751.5	7.07	239
SFIX	R	8934821								
EFIX	R	8934821	8934961	144	738.2	742.0	1272			
SSACC	R	8934965								
SBLINK	R	8934985								
EBLINK	R	8934985	8935145	164						
ESACC	R	8934965	8935177	216	740.6	723.0	432.7	324.1	9.16	329
SFIX	R	8935181								
EFIX	R	8935181	8935205	28	454.3	341.5	1384			
SSACC	R	8935209								
ESACC	R	8935209	8935225	20	474.7	322.5	465.0	335.7	0.30	76
SFIX	R	8935229								
EFIX	R	8935229	8935941	716	467.6	403.2	1310			
SSACC	R	8935945								
ESACC	R	8935945	8935961	20	486.6	416.8	510.0	406.0	0.44	65
SFIX	R	8935965								
EFIX	R	8935965	8936869	908	500.1	413.5	1415			
SSACC	R	8936873								
ESACC	R	8936873	8936885	16	505.1	434.0	511.1	457.8	0.47	49
SFIX	R	8936889								
EFIX	R	8936889	8937189	304	515.8	476.9	1574			
SSACC	R	8937193								
ESACC	R	8937193	8937217	28	514.2	468.3	482.6	402.8	1.38	93
SFIX	R	8937221								
EFIX	R	8937221	8937605	388	492.5	437.9	1630			
SSACC	R	8937609								
ESACC	R	8937609	8937617	12	498.0	426.7	508.2	407.9	0.40	50
SFIX	R	8937621								
EFIX	R	8937621	8938225	608	482.0	422.6	1536			
SSACC	R	8938229								
ESACC	R	8938229	8938237	12	459.4	431.9	433.5	437.3	0.44	54
SFIX	R	8938241								
MSG	8938271	TARGET_DOT								
MSG	8938616	PVT_RESPONSE								
MSG	8938772	NONTARGET_DOT								
EFIX	R	8938241	8938933	696	448.3	427.4	1391			
SSACC	R	8938937								
SBLINK	R	8938985								
EBLINK	R	8938985	8939173	192						
ESACC	R	8938937	8939205	272	451.8	385.1	438.0	369.3	0.38	1517
SFIX	R	8939209								
EFIX	R	8939209	8939293	88	445.7	366.5	1506			
SSACC	R	8939297								
ESACC	R	8939297	8939301	8	457.4	390.7	457.0	374.6	0.31	68
SFIX	R	8939305								
EFIX	R	8939305	8939361	60	458.6	368.0	1530			
SSACC	R	8939365								
ESACC	R	8939365	8939417	56	460.9	389.9	459.1	428.5	0.75	108
SFIX	R	8939421								
EFIX	R	8939421	8939989	572	457.5	425.7	1374			
SSACC	R	8939993								
ESACC	R	8939993	8940005	16	457.1	417.6	445.3	461.9	0.88	78
SFIX	R	8940009								
EFIX	R	8940009	8940069	64	455.2	502.3	1341			
SSACC	R	8940073								
ESACC	R	8940073	8940097	28	451.8	511.4	414.2	537.1	0.79	71
SFIX	R	8940101								
EFIX	R	8940101	8940273	176	425.9	558.7	1347			
SSACC	R	8940277								
ESACC	R	8940277	8940297	24	426.5	557.6	456.1	508.4	1.07	73
SFIX	R	8940301								
EFIX	R	8940301	8940445	148	456.0	495.6	1323			
SSACC	R	8940449								
SBLINK	R	8940497								
EBLINK	R	8940497	8940709	216						
ESACC	R	8940449	8940717	272	459.9	496.1	475.9	445.4	1.02	722
SFIX	R	8940721								
EFIX	R	8940721	8940753	36	446.5	348.6	1455			
SSACC	R	8940757								
ESACC	R	8940757	8940805	52	458.9	347.9	450.7	370.1	0.45	68
SFIX	R	8940809								
EFIX	R	8940809	8940841	36	450.8	381.6	1451			
SSACC	R	8940845								
ESACC	R	8940845	8940869	28	463.7	386.8	458.4	397.4	0.22	116
SFIX	R	8940873								
EFIX	R	8940873	8940893	24	442.4	408.8	1481			
SSACC	R	8940897								
ESACC	R	8940897	8940925	32	425.3	428.8	488.0	395.0	1.22	129
SFIX	R	8940929								
EFIX	R	8940929	8941317	392	494.7	424.8	1380			
SSACC	R	8941321								
ESACC	R	8941321	8941345	28	496.7	407.1	447.8	333.1	1.65	93
SFIX	R	8941349								
EFIX	R	8941349	8942169	824	468.6	363.1	1352			
SSACC	R	8942173								
ESACC	R	8942173	8942185	16	504.6	406.3	504.1	431.1	0.48	62
SFIX	R	8942189								
EFIX	R	8942189	8943021	836	489.2	402.0	1395			
SSACC	R	8943025								
ESACC	R	8943025	8943029	8	482.3	359.2	495.3	360.9	0.22	48
SFIX	R	8943033								
EFIX	R	8943033	8943189	160	492.1	360.6	1326			
SSACC	R	8943193								
ESACC	R	8943193	8943197	8	491.8	370.7	489.9	377.6	0.14	40
SFIX	R	8943201								
EFIX	R	8943201	8943417	220	488.9	397.2	1293			
SSACC	R	8943421								
ESACC	R	8943421	8943425	8	467.8	419.4	466.4	435.3	0.31	73
SFIX	R	8943429								
EFIX	R	8943429	8944289	864	476.9	437.5	1216			
SSACC	R	8944293								
ESACC	R	8944293	8944301	12	477.6	423.7	470.7	405.1	0.38	50
SFIX	R	8944305								
MSG	8944320	TARGET_DOT								
MSG	8944667	PVT_RESPONSE								
MSG	8944821	NONTARGET_DOT								
EFIX	R	8944305	8944889	588	467.0	395.7	1196			
SSACC	R	8944893								
SBLINK	R	8944933								
EBLINK	R	8944933	8945061	132						
ESACC	R	8944893	8945161	272	470.1	396.9	487.8	393.3	0.30	460
SFIX	R	8945165								
EFIX	R	8945165	8945261	100	474.5	412.9	1384			
SSACC	R	8945265								
SBLINK	R	8945321								
EBLINK	R	8945321	8945565	248						
ESACC	R	8945265	8945573	312	473.8	422.4	507.8	395.4	0.77	978
SFIX	R	8945577								
EFIX	R	8945577	8945601	28	504.1	443.6	1416			
SSACC	R	8945605								
ESACC	R	8945605	8945625	24	478.0	474.1	446.6	411.9	1.31	89
SFIX	R	8945629								
EFIX	R	8945629	8946201	576	470.4	444.1	1325			
SSACC	R	8946205								
ESACC	R	8946205	8946213	12	471.1	423.1	464.0	396.3	0.54	67
SFIX	R	8946217								
EFIX	R	8946217	8947105	892	482.2	391.6	1352			
SSACC	R	8947109								
ESACC	R	8947109	8947125	20	500.5	365.4	486.4	341.5	0.52	56
SFIX	R	8947129								
MSG	8948037	TARGET_DOT								
MSG	8948333	PVT_RESPONSE								
MSG	8948538	NONTARGET_DOT								
EFIX	R	8947129	8948733	1608	490.8	366.9	1481			
SSACC	R	8948737								
SBLINK	R	8948773								
EBLINK	R	8948773	8948909	140						
ESACC	R	8948737	8948957	224	473.6	370.4	446.6	285.5	1.72	326
SFIX	R	8948961								
EFIX	R	8948961	8948981	24	459.1	259.9	1502			
SSACC	R	8948985								
ESACC	R	8948985	8948997	16	474.4	250.1	466.1	298.0	0.95	102
SFIX	R	8949001								
EFIX	R	8949001	8949109	112	459.5	308.9	1530			
SSACC	R	8949113								
ESACC	R	8949113	8949137	28	458.5	321.2	460.5	326.1	0.10	103
SFIX	R	8949141								
EFIX	R	8949141	8949601	464	473.8	354.1	1378			
SSACC	R	8949605								
SBLINK	R	8949665								
EBLINK	R	8949665	8949797	136						
ESACC	R	8949605	8949841	240	475.6	356.0	436.3	318.1	0.98	1297
SFIX	R	8949845								
EFIX	R	8949845	8949901	60	440.3	312.4	1477			
SSACC	R	8949905								
ESACC	R	8949905	8949909	8	442.6	340.8	442.8	326.5	0.28	89
SFIX	R	8949913								
EFIX	R	8949913	8950025	116	444.5	313.2	1498			
SSACC	R	8950029								
ESACC	R	8950029	8950045	20	446.0	322.5	449.3	355.6	0.65	110
SFIX	R	8950049								
MSG	8951620	TARGET_DOT								
MSG	8951914	PVT_RESPONSE								
MSG	8952121	NONTARGET_DOT								
EFIX	R	8950049	8952201	2156	474.6	390.6	1327			
SSACC	R	8952205								
SBLINK	R	8952265								
EBLINK	R	8952265	8952433	172						
ESACC	R	8952205	8952481	280	506.8	380.8	501.6	293.8	1.70	759
SFIX	R	8952485								
EFIX	R	8952485	8952657	176	477.3	338.7	1375			
SSACC	R	8952661								
ESACC	R	8952661	8952673	16	468.0	356.8	474.5	404.9	0.95	103
SFIX	R	8952677								
EFIX	R	8952677	8952929	256	493.9	420.5	1229			
SSACC	R	8952933								
ESACC	R	8952933	8952941	12	504.6	428.1	466.5	424.9	0.63	78
SFIX	R	8952945								
EFIX	R	8952945	8954385	1444	466.4	406.8	1099			
SSACC	R	8954389								
ESACC	R	8954389	8954401	16	474.5	391.9	426.4	398.2	0.80	78
SFIX	R	8954405								
EFIX	R	8954405	8954745	344	448.6	407.6	1078			
SSACC	R	8954749								
ESACC	R	8954749	8954753	8	455.4	411.7	467.6	415.3	0.21	46
SFIX	R	8954757								
EFIX	R	8954757	8955217	464	474.6	431.9	1049			
SSACC	R	8955221								
ESACC	R	8955221	8955229	12	466.8	443.6	443.9	451.2	0.40	50
SFIX	R	8955233								
EFIX	R	8955233	8957885	2656	440.9	409.9	865			
SSACC	R	8957889								
ESACC	R	8957889	8957905	20	451.1	396.9	469.6	360.5	0.77	72
SFIX	R	8957909								
MSG	8958020	TARGET_DOT								
MSG	8958341	PVT_RESPONSE								
MSG	8958520	NONTARGET_DOT								
EFIX	R	8957909	8958593	688	464.5	375.8	933			
SSACC	R	8958597								
SBLINK	R	8958649								
EBLINK	R	8958649	8958833	188						
ESACC	R	8958597	8958893	300	461.7	367.7	473.8	309.7	1.15	762
SFIX	R	8958897								
EFIX	R	8958897	8958969	76	452.4	358.3	1126			
SSACC	R	8958973								
ESACC	R	8958973	8959053	84	449.2	357.3	441.8	386.0	0.57	100
SFIX	R	8959057								
EFIX	R	8959057	8959101	48	445.2	381.3	1158			
SSACC	R	8959105								
ESACC	R	8959105	8959117	16	449.1	382.6	455.9	411.1	0.57	66
SFIX	R	8959121								
EFIX	R	8959121	8959145	28	458.0	411.1	1075			
SSACC	R	8959149								
ESACC	R	8959149	8959161	16	463.8	421.2	495.7	401.3	0.65	64
SFIX	R	8959165								
EFIX	R	8959165	8959225	64	493.7	402.5	1059			
SSACC	R	8959229								
SBLINK	R	8959289								
EBLINK	R	8959289	8959493	208						
ESACC	R	8959229	8959513	288	494.4	406.4	507.5	338.3	1.35	1639
SFIX	R	8959517								
EFIX	R	8959517	8959573	60	486.2	312.6	1133			
SSACC	R	8959577								
ESACC	R	8959577	8959661	88	477.4	288.4	474.3	363.9	1.48	86
SFIX	R	8959665								
EFIX	R	8959665	8961753	2092	467.0	399.7	912			
SSACC	R	8961757								
ESACC	R	8961757	8961765	12	458.6	378.4	463.5	379.7	0.08	45
SFIX	R	8961769								
MSG	8963085	TARGET_DOT								
MSG	8963405	PVT_RESPONSE								
MSG	8963587	NONTARGET_DOT								
EFIX	R	8961769	8963793	2028	461.1	397.2	751			
SSACC	R	8963797								
SBLINK	R	8963837								
EBLINK	R	8963837	8964125	292						
ESACC	R	8963797	8964133	340	478.9	433.6	486.3	402.3	0.62	461
SFIX	R	8964137								
EFIX	R	8964137	8965441	1308	498.3	420.9	922			
SSACC	R	8965445								
ESACC	R	8965445	8965461	20	595.1	488.0	522.8	454.3	1.35	116
SFIX	R	8965465								
EFIX	R	8965465	8965497	36	515.2	439.4	983			
SSACC	R	8965501								
SBLINK	R	8965557								
EBLINK	R	8965557	8965705	152						
ESACC	R	8965501	8965821	324	514.8	450.2	492.0	337.5	2.23	530
SFIX	R	8965825								
EFIX	R	8965825	8965981	160	467.2	389.1	1023			
SSACC	R	8965985								
ESACC	R	8965985	8965989	8	451.9	378.7	451.5	369.8	0.17	37
SFIX	R	8965993								
MSG	8967768	TARGET_DOT								
EFIX	R	8965993	8967869	1880	492.0	376.9	1077			
SSACC	R	8967873								
ESACC	R	8967873	8967881	12	529.8	409.1	531.7	440.1	0.61	76
SFIX	R	8967885								
MSG	8968029	PVT_RESPONSE								
MSG	8968269	NONTARGET_DOT								
EFIX	R	8967885	8968493	612	521.5	427.1	1201			
SSACC	R	8968497								
SBLINK	R	8968537								
EBLINK	R	8968537	8968669	136						
ESACC	R	8968497	8968709	216	508.2	414.7	520.0	665.3	4.84	630
SFIX	R	8968713								
EFIX	R	8968713	8969145	436	516.1	677.6	1227			
SSACC	R	8969149								
ESACC	R	8969149	8969217	72	513.2	704.7	428.8	339.6	7.17	320
SFIX	R	8969221								
EFIX	R	8969221	8969705	488	424.0	353.5	1099			
SSACC	R	8969709								
ESACC	R	8969709	8969717	12	423.1	360.7	441.0	342.4	0.46	58
SFIX	R	8969721								
MSG	8970835	TARGET_DOT								
MSG	8971134	PVT_RESPONSE								
MSG	8971353	NONTARGET_DOT								
EFIX	R	8969721	8971553	1836	472.5	357.0	1211			
SSACC	R	8971557								
SBLINK	R	8971613								
EBLINK	R	8971613	8971749	140						
ESACC	R	8971557	8971793	240	489.0	344.5	443.4	252.7	1.95	1746
SFIX	R	8971797								
EFIX	R	8971797	8971841	48	451.1	270.1	1404			
SSACC	R	8971845								
ESACC	R	8971845	8971861	20	463.2	275.0	458.9	273.9	0.07	53
SFIX	R	8971865								
EFIX	R	8971865	8971885	24	449.6	282.1	1414			
SSACC	R	8971889								
ESACC	R	8971889	8971901	16	442.0	296.3	436.6	294.9	0.09	71
SFIX	R	8971905								
EFIX	R	8971905	8971977	76	433.0	281.9	1444			
SSACC	R	8971981								
ESACC	R	8971981	8972005	28	431.1	285.8	439.7	333.0	0.94	68
SFIX	R	8972009								
EFIX	R	8972009	8972061	56	442.2	339.6	1363			
SSACC	R	8972065								
ESACC	R	8972065	8972081	20	445.9	345.2	497.6	334.3	0.87	78
SFIX	R	8972085								
EFIX	R	8972085	8972381	300	492.9	353.6	1275			
SSACC	R	8972385								
ESACC	R	8972385	8972409	28	500.0	347.2	420.4	441.1	2.25	140
SFIX	R	8972413								
EFIX	R	8972413	8972605	196	437.1	456.9	1307			
SSACC	R	8972609								
ESACC	R	8972609	8972653	48	434.7	458.4	456.3	349.6	2.15	185
SFIX	R	8972657								
EFIX	R	8972657	8973165	512	473.4	361.9	1336			
SSACC	R	8973169								
ESACC	R	8973169	8973181	16	496.2	363.6	511.8	327.6	0.75	65
SFIX	R	8973185								
EFIX	R	8973185	8973773	592	504.9	357.7	1406			
SSACC	R	8973777								
ESACC	R	8973777	8973785	12	495.6	381.2	495.4	403.0	0.43	53
SFIX	R	8973789								
EFIX	R	8973789	8974237	452	493.7	411.9	1477			
SSACC	R	8974241								
ESACC	R	8974241	8974253	16	497.3	403.1	490.4	343.6	1.17	124
SFIX	R	8974257								
EFIX	R	8974257	8974333	80	490.3	344.0	1536			
SSACC	R	8974337								
ESACC	R	8974337	8974353	20	491.9	326.2	488.9	351.8	0.50	90
SFIX	R	8974357								
EFIX	R	8974357	8974485	132	485.6	354.9	1507			
SSACC	R	8974489								
ESACC	R	8974489	8974501	16	481.9	366.2	478.9	351.9	0.28	50
SFIX	R	8974505								
EFIX	R	8974505	8974641	140	475.4	359.1	1514			
SSACC	R	8974645								
ESACC	R	8974645	8974661	20	469.8	343.3	469.6	363.2	0.39	86
SFIX	R	8974665								
MSG	8974734	TARGET_DOT								
MSG	8974978	PVT_RESPONSE								
EFIX	R	8974665	8975209	548	461.4	371.5	1442			
SSACC	R	8975213								
MSG	8975235	NONTARGET_DOT								
SBLINK	R	8975269								
EBLINK	R	8975269	8975437	172						
ESACC	R	8975213	8975481	272	463.1	365.1	431.2	323.6	0.97	1154
SFIX	R	8975485								
EFIX	R	8975485	8975649	168	446.9	335.3	1513			
SSACC	R	8975653								
SBLINK	R	8975717								
EBLINK	R	8975717	8975849	136						
ESACC	R	8975653	8975977	328	451.8	325.1	458.6	348.0	0.46	1506
SFIX	R	8975981								
EFIX	R	8975981	8976049	72	468.6	368.5	1348			
SSACC	R	8976053								
ESACC	R	8976053	8976089	40	451.4	359.0	451.4	394.3	0.69	86
SFIX	R	8976093								
EFIX	R	8976093	8976117	28	454.6	376.8	1428			
SSACC	R	8976121								
ESACC	R	8976121	8976145	28	458.3	372.9	443.7	411.3	0.79	80
SFIX	R	8976149								
EFIX	R	8976149	8976377	232	427.6	414.5	1304			
SSACC	R	8976381								
ESACC	R	8976381	8976393	16	433.6	406.3	460.5	391.2	0.53	48
SFIX	R	8976397								
EFIX	R	8976397	8976685	292	455.5	387.6	1315			
SSACC	R	8976689								
ESACC	R	8976689	8976693	8	447.3	387.3	429.4	384.3	0.30	66
SFIX	R	8976697								
EFIX	R	8976697	8977073	380	443.0	373.0	1309			
SSACC	R	8977077								
ESACC	R	8977077	8977101	28	451.7	366.6	443.7	338.8	0.56	85
SFIX	R	8977105								
EFIX	R	8977105	8977125	24	442.5	346.8	1414			
SSACC	R	8977129								
ESACC	R	8977129	8977181	56	447.6	353.1	504.5	343.0	0.95	103
SFIX	R	8977185								
EFIX	R	8977185	8977233	52	481.1	329.9	1446			
SSACC	R	8977237								
ESACC	R	8977237	8977245	12	481.3	315.2	481.2	337.9	0.44	55
SFIX	R	8977249								
EFIX	R	8977249	8977321	76	481.3	336.6	1446			
SSACC	R	8977325								
ESACC	R	8977325	8977349	28	469.6	339.1	476.0	306.2	0.65	119
SFIX	R	8977353								
EFIX	R	8977353	8977401	52	485.3	316.8	1457			
SSACC	R	8977405								
ESACC	R	8977405	8977473	72	496.8	306.1	489.2	346.6	0.80	92
SFIX	R	8977477								
EFIX	R	8977477	8977513	40	487.6	342.0	1467			
SSACC	R	8977517								
ESACC	R	8977517	8977521	8	486.5	324.7	484.1	322.2	0.06	52
SFIX	R	8977525								
EFIX	R	8977525	8977605	84	487.4	335.2	1479			
SSACC	R	8977609								
ESACC	R	8977609	8977621	16	474.6	362.5	478.1	329.6	0.65	82
SFIX	R	8977625								
EFIX	R	8977625	8977697	76	474.0	343.3	1474			
SSACC	R	8977701								
ESACC	R	8977701	8977709	12	470.8	350.7	472.7	348.9	0.05	56
SFIX	R	8977713								
EFIX	R	8977713	8977813	104	473.9	354.0	1487			
SSACC	R	8977817								
ESACC	R	8977817	8977833	20	475.3	359.8	501.6	314.0	1.00	100
SFIX	R	8977837								
EFIX	R	8977837	8977901	68	480.4	318.3	1491			
SSACC	R	8977905								
ESACC	R	8977905	8977921	20	481.5	331.5	477.3	308.3	0.46	81
SFIX	R	8977925								
EFIX	R	8977925	8977957	36	475.4	318.8	1491			
SSACC	R	8977961								
ESACC	R	8977961	8977985	28	473.1	330.6	472.6	336.6	0.12	80
SFIX	R	8977989								
EFIX	R	8977989	8978337	352	457.7	313.4	1465			
SSACC	R	8978341								
ESACC	R	8978341	8978345	8	444.2	300.9	444.0	296.6	0.08	55
SFIX	R	8978349								
EFIX	R	8978349	8978449	104	450.0	309.5	1436			
SSACC	R	8978453								
ESACC	R	8978453	8978489	40	455.2	324.7	459.5	280.3	0.87	90
SFIX	R	8978493								
EFIX	R	8978493	8978553	64	458.3	307.3	1428			
SSACC	R	8978557								
ESACC	R	8978557	8978569	16	460.0	293.3	459.1	330.3	0.73	84
